# Rg    beta propensity
1.47385  20.71428571
1.47726  18.57142857
1.51217  15
1.47353  22.85714286
1.47573  22.85714286
1.55794  7.142857143
1.51182  15
 1.5397  9.285714286
1.47939  22.85714286
1.59468  16.42857143
1.57242  7.142857143
1.49285  10.71428571
1.61164  17.85714286
1.52567  7.142857143
1.51487  7.142857143
1.54522  7.142857143
1.51489  22.85714286
1.52345  22.85714286
1.52406  15
1.51306  5.714285714
1.52257  7.142857143
1.47953  22.14285714
1.53906  7.142857143
1.58513  14.28571429
1.60242  21.42857143
1.56398  7.142857143
 1.5979  23.57142857
1.60373  23.57142857
1.48739  24.28571429
1.51601  12.85714286
1.49031  8.571428571
1.60048  20.71428571
1.49299  8.571428571
1.49603  8.571428571
 1.4957  8.571428571
 1.4565  5.714285714
1.51184  15.71428571
1.54087  9.285714286
1.53047  8.571428571
1.53625  8.571428571
1.50409  15
1.63028  22.14285714
1.50964  24.28571429
1.51175  15.71428571
1.61609  22.14285714
1.50102  15.71428571
1.60703  17.14285714
1.51167  24.28571429
1.64109  26.42857143
1.64037  25
1.47009  8.571428571
1.50588  7.142857143
1.53535  9.285714286
1.48147  7.142857143
1.50879  13.57142857
1.50659  15
1.48369  5.714285714
1.54436  8.571428571
1.50053  8.571428571
1.49927  13.57142857
1.54182  8.571428571
1.47512  21.42857143
1.47342  24.28571429
1.47108  22.85714286
1.49872  15
1.47462  21.42857143
1.48957  15
1.52415  15
1.48373  15
1.48678  15
1.52965  10
1.52433  5.714285714
1.47044  20.71428571
1.54228  9.285714286
1.47833  22.85714286
 1.4992  15.71428571
1.50118  16.42857143
1.50109  15.71428571
1.48692  11.42857143
1.51169  15
1.51039  15
1.45621  4.285714286
1.51135  17.14285714
1.51042  5.714285714
1.49443  21.42857143
1.44853  6.428571429
1.53163  7.857142857
1.49172  20
1.49112  21.42857143
  1.626  25
1.52174  5.714285714
1.63791  23.57142857
1.63353  23.57142857
1.53626  9.285714286
1.53491  9.285714286
1.52654  15
1.52185  16.42857143
1.47751  22.85714286
1.62779  26.42857143
1.63011  25
1.62748  23.57142857
1.48353  22.85714286
1.48647  5.714285714
1.47451  8.571428571
1.48909  5.714285714
1.48857  5.714285714
1.56194  9.285714286
1.50628  5.714285714
1.48083  8.571428571
1.58037  9.285714286
1.57445  9.285714286
1.58127  9.285714286
1.56648  9.285714286
1.48199  24.28571429
1.51458  16.42857143
1.48034  5.714285714
1.47901  7.142857143
1.47572  7.142857143
1.50489  5.714285714
 1.5823  12.14285714
1.51752  5.714285714
1.51682  5.714285714
1.57406  15
1.65882  25
1.64951  23.57142857
1.51383  5.714285714
1.50588  8.571428571
1.49561  7.857142857
1.50504  7.142857143
1.55577  7.142857143
1.50674  10
1.48773  7.142857143
1.50429  15.71428571
1.51081  8.571428571
 1.4849  7.142857143
1.59787  21.42857143
1.51043  8.571428571
1.61807  25
1.47455  17.85714286
1.60118  17.85714286
1.53119  9.285714286
1.49854  15
1.46783  5.714285714
1.60723  17.14285714
1.47083  8.571428571
1.64706  25
1.63623  25
1.48279  24.28571429
1.60632  17.85714286
1.52383  16.42857143
1.60133  18.57142857
  1.525  16.42857143
1.51166  8.571428571
1.54421  5.714285714
1.46462  5.714285714
 1.4789  21.42857143
1.53926  5.714285714
1.54346  7.142857143
1.48242  20.71428571
1.53363  7.142857143
1.54053  7.142857143
1.53659  5.714285714
1.51966  10.71428571
1.49104  5.714285714
1.48998  8.571428571
1.52608  8.571428571
1.53925  7.142857143
1.48949  5.714285714
1.52262  10
1.47741  20.71428571
1.55433  7.142857143
1.53486  8.571428571
1.53891  6.428571429
1.50524  24.28571429
1.47519  22.85714286
1.53993  7.142857143
1.50337  22.85714286
1.49915  5.714285714
1.47774  21.42857143
1.49561  20.71428571
 1.4952  22.85714286
1.54193  7.142857143
1.49776  20
1.50626  22.85714286
1.50343  20.71428571
1.61811  25.71428571
1.58029  21.42857143
1.51583  15
1.57787  21.42857143
 1.5269  5.714285714
1.58992  18.57142857
1.53433  7.142857143
 1.5483  7.142857143
1.51047  16.42857143
1.53931  7.142857143
1.52983  7.142857143
1.51981  12.85714286
1.57863  17.85714286
1.47854  22.85714286
1.52187  16.42857143
1.50408  13.57142857
1.51612  15
1.52012  14.28571429
1.51815  14.28571429
1.52224  15
1.52609  5.714285714
1.46566  20.71428571
1.63384  25.71428571
1.50939  15
1.50759  5.714285714
1.58464  20
1.50104  5.714285714
1.50258  5.714285714
1.54438  8.571428571
1.50322  4.285714286
1.53958  7.142857143
1.50527  8.571428571
1.50436  22.85714286
 1.5046  5.714285714
1.49938  5.714285714
1.49763  7.142857143
1.49789  5.714285714
1.62346  17.14285714
1.46771  7.142857143
1.50029  5.714285714
1.58898  18.57142857
1.55469  5.714285714
1.61926  25.71428571
1.49705  5.714285714
1.61988  24.28571429
1.51615  9.285714286
1.48678  7.142857143
1.47707  8.571428571
1.48445  10
1.62236  25
1.62253  25
1.47129  8.571428571
1.61779  25
1.57589  7.142857143
1.46263  8.571428571
1.52028  7.142857143
1.60387  21.42857143
1.59265  20
1.47034  2.857142857
1.47174  8.571428571
1.46837  7.142857143
 1.4606  7.142857143
1.57369  17.85714286
1.58296  17.14285714
1.58416  14.28571429
1.47555  5.714285714
1.57201  21.42857143
1.60394  18.57142857
 1.5943  15.71428571
 1.5896  15.71428571
1.46879  7.142857143
1.62785  25
1.47224  5.714285714
1.47012  5.714285714
1.58506  21.42857143
1.63432  25
1.58325  21.42857143
1.63877  23.57142857
1.63965  25
 1.5169  16.42857143
1.53086  15.71428571
1.51885  7.142857143
1.52434  14.28571429
1.58491  17.14285714
1.58448  17.85714286
1.54767  10
1.61771  25
1.54084  10
1.61524  25
1.53964  10.71428571
1.55929  7.142857143
1.57005  7.142857143
 1.5963  17.14285714
1.57499  21.42857143
1.53502  9.285714286
1.63075  25
1.61422  23.57142857
1.45683  6.428571429
1.51697  5.714285714
1.62654  23.57142857
1.53181  10.71428571
1.50489  4.285714286
1.62294  23.57142857
1.62478  23.57142857
 1.6218  25
1.55429  15.71428571
1.58033  17.14285714
1.57108  15
1.61978  23.57142857
1.53821  10.71428571
1.45809  7.857142857
1.63178  23.57142857
1.46441  8.571428571
1.46493  7.857142857
1.61904  25
1.63073  23.57142857
1.46783  7.857142857
1.46976  7.142857143
1.52892  10.71428571
1.51039  5.714285714
 1.4973  16.42857143
1.54886  6.428571429
1.48354  8.571428571
1.58414  14.28571429
1.58502  18.57142857
1.48654  12.14285714
1.61698  23.57142857
1.54534  10
1.54806  10
1.60952  22.14285714
1.52635  9.285714286
1.49546  13.57142857
1.52278  10.71428571
1.54605  5.714285714
1.48874  8.571428571
1.49789  22.14285714
1.51172  5.714285714
1.53628  7.142857143
1.53516  5.714285714
1.50835  5.714285714
1.52734  7.142857143
1.52771  8.571428571
1.53643  10
1.50711  8.571428571
1.53938  10
1.48946  14.28571429
1.50333  8.571428571
1.53287  8.571428571
  1.533  5.714285714
1.52292  7.142857143
1.51017  7.142857143
1.50128  5.714285714
1.51104  7.142857143
1.50359  5.714285714
1.54114  9.285714286
1.46163  5.714285714
1.53655  7.142857143
1.53897  7.142857143
1.53177  7.142857143
1.58364  16.42857143
1.54421  7.142857143
 1.5612  9.285714286
1.52166  8.571428571
  1.522  5.714285714
 1.5083  7.142857143
1.51577  5.714285714
1.52403  15
1.51858  5.714285714
1.55309  11.42857143
1.51726  5.714285714
 1.5646  17.85714286
 1.5112  10.71428571
1.62152  25
1.58389  15.71428571
1.58153  15.71428571
1.57875  15
1.52339  5.714285714
1.51539  7.142857143
1.45755  5.714285714
1.45769  7.142857143
1.46813  5.714285714
1.54646  10
1.46883  8.571428571
 1.5417  10.71428571
1.61832  23.57142857
1.61521  22.85714286
1.61819  23.57142857
1.52433  15
1.51029  5.714285714
1.51554  5.714285714
1.52272  16.42857143
1.45698  16.42857143
 1.4561  16.42857143
1.46834  7.142857143
1.52704  7.142857143
1.58325  9.285714286
1.49755  5.714285714
1.52792  16.42857143
1.52092  16.42857143
1.44764  4.285714286
1.50838  17.14285714
1.49949  5.714285714
1.45681  2.857142857
1.49618  5.714285714
1.44464  7.142857143
1.50103  5.714285714
1.47661  15
1.53526  7.857142857
1.59217  14.28571429
1.47063  11.42857143
1.58473  17.85714286
1.58571  13.57142857
1.57022  15
 1.5207  13.57142857
1.51671  5.714285714
 1.5755  9.285714286
1.52374  7.142857143
1.51699  5.714285714
1.50399  8.571428571
1.51712  5.714285714
1.49902  8.571428571
1.50571  8.571428571
1.54125  9.285714286
1.54372  7.857142857
1.59238  18.57142857
1.49748  15.71428571
1.58723  9.285714286
 1.5827  17.14285714
1.58032  12.14285714
1.62732  25.71428571
1.45945  6.428571429
 1.6223  22.14285714
1.50761  8.571428571
1.60207  16.42857143
1.61113  20.71428571
1.48781  15
1.60908  21.42857143
1.47576  10.71428571
 1.4984  8.571428571
1.46319  5.714285714
1.48165  15
1.53545  16.42857143
1.53425  15
1.55221  10
1.54092  9.285714286
 1.5356  10.71428571
1.53935  10
1.54314  9.285714286
1.61351  7.142857143
1.60645  7.142857143
1.50944  7.142857143
1.51081  5.714285714
 1.5114  7.142857143
1.60329  7.142857143
 1.6175  17.14285714
1.61648  17.14285714
1.62073  18.57142857
1.54532  8.571428571
1.54113  11.42857143
1.53433  9.285714286
1.51563  4.285714286
1.57101  9.285714286
1.51159  8.571428571
1.50148  7.142857143
1.54331  7.857142857
1.57003  9.285714286
1.57188  9.285714286
1.49305  8.571428571
1.61631  15.71428571
1.61715  20.71428571
1.63483  21.42857143
 1.4873  16.42857143
1.48968  15.71428571
 1.4849  24.28571429
1.50006  7.142857143
1.49761  5.714285714
 1.6505  23.57142857
1.48103  17.85714286
 1.5019  24.28571429
1.48905  5.714285714
1.50737  5.714285714
1.48404  5.714285714
 1.6472  23.57142857
1.48615  5.714285714
1.61846  5.714285714
1.50513  8.571428571
1.62548  25
1.50569  8.571428571
1.50783  7.142857143
1.45445  7.857142857
1.61643  17.85714286
1.61058  18.57142857
1.47351  12.14285714
 1.4725  14.28571429
1.62367  23.57142857
1.53603  10.71428571
1.50571  8.571428571
1.46193  10.71428571
1.53071  10
1.60921  5.714285714
1.60642  7.142857143
  1.468  15.71428571
 1.5343  8.571428571
1.59446  7.142857143
 1.4888  7.142857143
1.60988  7.142857143
1.50717  7.142857143
1.57734  17.14285714
1.57913  15.71428571
1.58327  15
1.59496  15
1.50826  8.571428571
1.52731  16.42857143
1.50407  5.714285714
1.52013  8.571428571
 1.4857  15
1.48754  15
1.49408  10
1.51933  8.571428571
1.52654  8.571428571
1.51578  8.571428571
1.46882  15.71428571
1.51086  7.142857143
1.45922  14.28571429
1.49994  8.571428571
1.45172  7.857142857
1.45873  7.142857143
 1.5121  7.142857143
 1.4801  16.42857143
1.48578  15
1.48701  15
1.46927  14.28571429
1.47425  8.571428571
1.45962  15.71428571
1.61545  5.714285714
1.53185  7.142857143
1.54139  7.142857143
 1.5481  7.142857143
1.53572  7.142857143
1.52754  5.714285714
1.61555  7.142857143
1.62346  7.142857143
1.56074  9.285714286
1.50137  5.714285714
 1.5052  5.714285714
1.52019  16.42857143
1.48974  5.714285714
1.52746  15
1.49762  10
1.53807  9.285714286
1.47402  14.28571429
1.54356  7.857142857
1.50077  5.714285714
 1.5524  9.285714286
1.55058  10.71428571
1.63019  7.142857143
1.43417  13.57142857
1.48439  5.714285714
1.52624  16.42857143
1.63412  22.85714286
1.63157  22.85714286
1.62874  7.142857143
1.54116  9.285714286
 1.4592  6.428571429
1.62837  22.14285714
1.49819  11.42857143
1.53977  5.714285714
1.52808  7.142857143
1.63444  7.142857143
1.54091  8.571428571
1.64936  5.714285714
1.63417  7.142857143
1.49604  10.71428571
1.52241  16.42857143
1.47275  22.85714286
1.48753  5.714285714
1.52749  17.14285714
  1.478  5.714285714
1.48296  6.428571429
1.52423  15
1.54269  10
 1.5399  11.42857143
1.54546  11.42857143
1.54077  11.42857143
1.54421  10.71428571
1.51268  16.42857143
 1.5418  10.71428571
1.54322  11.42857143
1.53438  7.142857143
1.54623  9.285714286
 1.5116  7.142857143
1.49076  5.714285714
1.51219  8.571428571
1.50412  10
1.53804  9.285714286
1.50537  7.142857143
1.50986  7.142857143
1.54144  10
1.51439  5.714285714
 1.5036  7.142857143
1.51259  7.142857143
1.49969  10
1.50789  10
1.51101  7.142857143
1.50408  10
1.54336  10
1.50741  11.42857143
1.63329  7.142857143
1.63524  7.142857143
 1.4594  5.714285714
1.65071  7.142857143
1.46451  7.857142857
1.53873  9.285714286
 1.5429  9.285714286
1.54944  9.285714286
1.56009  8.571428571
1.49497  10
 1.5334  15
1.55679  9.285714286
1.50045  11.42857143
1.52221  5.714285714
1.55858  7.857142857
1.52209  8.571428571
 1.5248  4.285714286
1.52638  5.714285714
1.50177  11.42857143
1.57343  9.285714286
1.56787  9.285714286
1.57642  9.285714286
1.50243  23.57142857
1.57832  9.285714286
1.57297  10
1.56756  9.285714286
1.56504  9.285714286
1.56573  9.285714286
1.56203  9.285714286
1.56867  15.71428571
1.63689  24.28571429
1.46434  7.857142857
1.62791  24.28571429
1.57179  11.42857143
1.56702  15
1.55721  17.85714286
1.50376  24.28571429
1.49917  10
  1.501  10
1.47405  4.285714286
1.53315  17.14285714
1.53438  15.71428571
1.48708  10
1.48895  10.71428571
1.49911  6.428571429
1.49651  8.571428571
1.49574  8.571428571
1.49687  12.14285714
1.50268  10
1.48541  10
1.57642  17.14285714
1.58708  7.142857143
1.50674  7.142857143
1.57116  15.71428571
1.60159  9.285714286
1.53673  15
1.54347  15
1.53061  15
1.63542  25
1.63492  24.28571429
1.45246  13.57142857
 1.4455  12.14285714
1.52532  15.71428571
1.56099  15.71428571
1.52617  13.57142857
 1.4572  12.14285714
1.62483  23.57142857
1.52157  16.42857143
1.47036  17.14285714
1.46574  13.57142857
1.52865  13.57142857
1.47367  10
1.48488  15
1.48004  16.42857143
1.62795  25
1.50419  7.142857143
1.49756  8.571428571
1.50863  5.714285714
1.58193  9.285714286
1.48053  15
1.59991  9.285714286
1.54365  15.71428571
1.50702  8.571428571
1.54691  15.71428571
1.49398  11.42857143
1.49636  25.71428571
 1.4901  15
1.48442  9.285714286
1.52849  15.71428571
1.49285  15
1.49448  8.571428571
1.49795  8.571428571
1.51652  15.71428571
1.64029  23.57142857
1.53247  18.57142857
1.50995  5.714285714
 1.5109  5.714285714
1.51021  14.28571429
1.48179  15.71428571
1.48807  9.285714286
 1.5263  5.714285714
1.53107  5.714285714
1.48398  11.42857143
1.49945  11.42857143
1.52529  18.57142857
1.50019  10
1.49475  8.571428571
1.48498  13.57142857
1.52143  8.571428571
1.47287  13.57142857
1.55902  15.71428571
 1.5202  5.714285714
1.57331  14.28571429
1.52281  6.428571429
1.49873  11.42857143
1.56497  14.28571429
1.45238  6.428571429
1.49707  11.42857143
1.54664  10.71428571
1.50153  11.42857143
1.49929  11.42857143
 1.5669  15.71428571
1.63443  24.28571429
1.49852  11.42857143
 1.4643  25
1.50131  8.571428571
1.51041  16.42857143
1.57389  12.14285714
1.46811  22.14285714
1.48354  9.285714286
1.46866  22.85714286
1.50334  10
1.49935  11.42857143
1.46162  18.57142857
1.50232  11.42857143
1.50205  11.42857143
1.46423  23.57142857
1.47543  25
1.57749  15.71428571
1.56871  15.71428571
1.58457  15.71428571
1.58928  7.857142857
1.59352  9.285714286
1.60913  9.285714286
1.58223  16.42857143
1.50495  6.428571429
1.57392  15.71428571
1.46498  12.14285714
1.52074  15.71428571
1.52162  17.14285714
1.50514  11.42857143
1.54329  7.857142857
1.57755  15.71428571
1.49712  6.428571429
1.48394  13.57142857
1.57803  17.14285714
1.49847  15
1.47884  17.85714286
1.49804  10
1.55623  9.285714286
1.56154  15.71428571
1.54316  9.285714286
1.46735  11.42857143
1.45827  11.42857143
1.46605  12.14285714
1.55966  9.285714286
1.46522  12.14285714
 1.4619  15
 1.5355  9.285714286
1.50437  7.142857143
1.46253  13.57142857
1.54075  9.285714286
1.63125  25
1.57196  17.14285714
1.53528  9.285714286
1.63501  26.42857143
1.51599  5.714285714
1.63703  24.28571429
1.50365  5.714285714
1.50003  5.714285714
1.46346  15.71428571
 1.5072  16.42857143
1.52179  15
1.49971  5
1.49416  7.142857143
1.49725  5.714285714
1.57996  14.28571429
1.58606  15.71428571
1.63236  25
1.53464  12.14285714
1.57034  17.14285714
1.55422  12.14285714
1.42366  17.85714286
1.59276  14.28571429
1.49867  10
1.49603  10
1.51578  14.28571429
1.51707  15.71428571
1.51387  15.71428571
1.50096  10
1.49984  11.42857143
1.50229  15.71428571
1.50058  10
1.52477  15
1.54958  10.71428571
1.55417  10
1.49308  8.571428571
1.44645  5.714285714
1.42245  17.85714286
1.50176  15.71428571
1.57558  9.285714286
1.56416  9.285714286
1.49053  9.285714286
1.41874  15
1.50882  14.28571429
1.48279  23.57142857
 1.5146  16.42857143
1.48586  17.85714286
1.46677  15.71428571
1.41732  16.42857143
1.48743  10
1.50995  15.71428571
1.51003  4.285714286
  1.511  11.42857143
1.51363  15.71428571
1.50517  7.142857143
1.46678  12.14285714
1.50455  10
1.50564  10
1.61283  22.14285714
1.61051  22.85714286
1.67706  17.85714286
1.49438  10
1.61579  23.57142857
1.68169  20
1.60051  21.42857143
1.50893  8.571428571
1.67185  17.85714286
1.50975  16.42857143
1.46561  7.857142857
1.65774  15.71428571
1.45595  7.142857143
1.46774  20.71428571
1.50318  5.714285714
1.50456  5.714285714
1.51084  7.142857143
1.50952  7.142857143
1.50709  7.142857143
1.47133  20.71428571
1.50264  8.571428571
1.47555  20.71428571
1.64239  21.42857143
1.52293  16.42857143
1.64666  20.71428571
1.46624  22.85714286
1.49787  10
1.50345  10
1.41759  16.42857143
 1.4993  5.714285714
1.49977  10
1.50463  11.42857143
1.49904  10
1.49383  10
 1.4281  19.28571429
1.55411  10
1.50711  10
1.64491  20
1.56713  9.285714286
1.43492  17.85714286
1.47803  22.14285714
1.64159  20
1.49608  4.285714286
1.47596  21.42857143
1.46457  24.28571429
1.49979  6.428571429
1.50471  8.571428571
1.43832  19.28571429
1.43437  19.28571429
1.43248  19.28571429
1.44692  6.428571429
1.44044  4.285714286
1.44827  7.857142857
1.49848  10
1.47624  21.42857143
1.47105  22.85714286
1.44064  7.142857143
1.50091  10.71428571
1.62896  20
1.48485  4.285714286
1.55201  10
1.48696  20.71428571
1.48843  4.285714286
1.49446  7.142857143
1.49331  22.14285714
1.51539  16.42857143
1.48291  5.714285714
1.44651  5.714285714
1.47234  17.14285714
1.47262  5.714285714
 1.5106  11.42857143
1.50634  11.42857143
1.58589  15
1.46321  24.28571429
1.46284  21.42857143
1.46617  18.57142857
1.60668  20
1.62444  21.42857143
1.47397  20.71428571
1.49573  10
1.47148  22.14285714
1.47752  22.14285714
1.50884  8.571428571
1.50993  7.142857143
1.52263  16.42857143
1.51816  10
1.52455  10
1.47039  20.71428571
1.61535  21.42857143
 1.5224  16.42857143
1.47348  7.142857143
1.47265  5.714285714
1.51297  7.142857143
1.46025  12.14285714
1.49963  17.14285714
1.46498  4.285714286
1.48149  7.142857143
1.44502  19.28571429
1.59327  10.71428571
1.51452  5.714285714
1.47895  7.142857143
1.51629  5.714285714
1.50748  11.42857143
1.57784  9.285714286
1.56998  10.71428571
1.56021  8.571428571
1.46671  19.28571429
1.46502  21.42857143
 1.4755  21.42857143
1.51635  5.714285714
 1.4817  10.71428571
1.45621  5.714285714
1.47973  10.71428571
1.47562  12.14285714
1.47518  13.57142857
1.50855  5.714285714
1.53509  12.85714286
1.48373  17.14285714
1.49524  17.14285714
1.47964  18.57142857
1.46629  22.85714286
1.51858  5.714285714
1.48795  5.714285714
 1.4803  18.57142857
1.48387  17.14285714
 1.4797  15.71428571
1.48638  17.14285714
1.48337  17.14285714
1.47618  5.714285714
1.47059  7.142857143
1.47787  5.714285714
1.47551  5.714285714
1.49282  14.28571429
1.49618  17.14285714
1.45275  10
1.49245  18.57142857
1.47602  20
1.48777  15.71428571
1.46505  20.71428571
1.47298  20.71428571
1.49336  12.85714286
1.51757  5.714285714
1.51549  5.714285714
1.49751  11.42857143
1.52919  15
1.52871  12.85714286
1.52243  5.714285714
1.51824  5.714285714
1.59294  22.85714286
 1.5251  7.142857143
1.44779  13.57142857
 1.4919  13.57142857
1.50351  15
1.48517  12.85714286
1.45564  7.857142857
1.59672  21.42857143
1.59642  22.85714286
1.45629  18.57142857
1.45044  20
1.52739  15
1.50121  15.71428571
1.50465  8.571428571
1.49995  15.71428571
1.59912  23.57142857
1.52486  16.42857143
1.47239  7.142857143
1.49894  8.571428571
1.49906  7.142857143
1.49123  5.714285714
1.49375  8.571428571
1.50244  17.85714286
1.44497  11.42857143
1.60661  25
1.45656  15
1.51979  5.714285714
1.49533  15.71428571
1.48908  7.142857143
1.51432  6.428571429
1.45592  13.57142857
1.61451  24.28571429
1.61697  9.285714286
 1.5157  14.28571429
1.52383  12.85714286
1.46046  22.85714286
1.45861  20
1.45003  11.42857143
1.60162  23.57142857
1.61624  9.285714286
1.52205  7.142857143
1.42824  11.42857143
1.52329  5.714285714
1.52327  7.142857143
 1.5206  5.714285714
 1.5116  15
1.51629  14.28571429
1.51934  12.85714286
 1.5089  14.28571429
1.51665  5.714285714
1.60177  23.57142857
1.45121  13.57142857
1.44445  10
1.61442  24.28571429
1.45211  5.714285714
 1.4715  23.57142857
1.53527  12.14285714
1.43315  11.42857143
1.44563  11.42857143
1.43004  10.71428571
1.43517  11.42857143
 1.6044  9.285714286
1.42202  11.42857143
1.45699  12.14285714
1.44076  12.85714286
1.43868  11.42857143
1.51191  5.714285714
1.51749  5.714285714
1.43318  12.85714286
1.52801  10.71428571
1.52064  5.714285714
1.59098  8.571428571
1.51566  15
1.59756  9.285714286
1.48161  22.14285714
1.44282  11.42857143
1.43732  12.85714286
1.53673  17.14285714
1.49983  6.428571429
1.48816  10.71428571
1.52704  5.714285714
1.53032  5.714285714
1.52858  5.714285714
1.49078  17.14285714
1.49231  15.71428571
1.50604  5.714285714
 1.5381  16.42857143
1.46752  24.28571429
1.52411  15
1.53516  16.42857143
1.52385  17.14285714
1.54025  15
1.50782  2.857142857
1.62435  23.57142857
1.62849  25
 1.5234  17.14285714
1.45468  12.14285714
1.46191  20
1.44635  7.142857143
 1.4997  15.71428571
1.45126  6.428571429
1.45504  6.428571429
1.45154  7.857142857
1.45153  8.571428571
1.49125  20.71428571
1.45693  6.428571429
1.49789  9.285714286
1.52107  7.142857143
1.51572  15
1.51091  16.42857143
1.59261  12.14285714
1.51609  13.57142857
1.51169  16.42857143
 1.4594  18.57142857
1.48196  8.571428571
1.52548  5.714285714
1.47133  20.71428571
1.45315  7.857142857
1.46541  18.57142857
1.51833  16.42857143
1.48937  7.142857143
1.48468  7.142857143
1.48084  7.142857143
1.47469  8.571428571
1.52068  15
1.52431  15
1.53546  15
1.46735  24.28571429
1.47648  22.85714286
1.47834  26.42857143
1.51917  13.57142857
1.62017  25
1.62043  23.57142857
1.49449  15.71428571
1.61353  25
1.61151  22.85714286
1.44683  5.714285714
1.51953  15
1.48351  24.28571429
1.51145  8.571428571
1.47508  20
1.48777  14.28571429
1.52931  16.42857143
1.46223  6.428571429
1.48569  5.714285714
1.48454  7.142857143
1.50924  15
1.49229  5.714285714
 1.4904  7.142857143
1.54336  16.42857143
1.55099  16.42857143
1.54467  16.42857143
1.54763  13.57142857
1.48165  8.571428571
1.62269  22.14285714
  1.539  16.42857143
1.47994  15.71428571
1.62034  23.57142857
1.47606  15.71428571
1.45808  16.42857143
 1.4892  15
1.53479  5.714285714
1.52951  5.714285714
1.47305  5.714285714
1.50037  8.571428571
1.49874  10
1.49431  14.28571429
1.49888  15.71428571
1.50763  10.71428571
1.49446  12.14285714
 1.4968  10
1.47226  7.142857143
1.50041  9.285714286
1.49708  11.42857143
1.48809  18.57142857
1.46491  7.142857143
1.47214  7.142857143
1.47879  15.71428571
1.47978  15.71428571
1.47856  17.14285714
1.48289  15.71428571
1.51205  16.42857143
1.50726  10
1.45822  17.85714286
1.50475  9.285714286
 1.6151  9.285714286
1.50469  24.28571429
1.49929  11.42857143
1.50307  10
1.50314  24.28571429
1.49274  24.28571429
1.46086  16.42857143
1.50448  10
1.48469  17.14285714
 1.4669  11.42857143
1.62662  26.42857143
1.62654  27.85714286
1.62369  23.57142857
1.48675  15.71428571
1.48605  15.71428571
1.52882  5.714285714
1.62878  22.14285714
1.48417  17.14285714
1.47317  7.142857143
1.53437  5.714285714
1.45032  19.28571429
1.49454  14.28571429
1.48708  14.28571429
 1.5359  5.714285714
1.53828  5.714285714
1.54738  5.714285714
1.60735  21.42857143
1.61077  20
1.54194  5.714285714
1.60451  20
1.60651  21.42857143
1.46504  11.42857143
1.54026  5.714285714
1.53966  5.714285714
1.52489  5.714285714
1.50238  15.71428571
1.48387  15.71428571
1.52865  7.142857143
1.55642  5.714285714
1.47573  14.28571429
1.52483  16.42857143
1.47765  14.28571429
1.49212  7.142857143
1.46818  4.285714286
 1.4698  6.428571429
1.49504  16.42857143
1.49559  7.142857143
1.54646  5.714285714
1.48193  14.28571429
1.47816  7.857142857
1.49334  17.14285714
1.54696  5.714285714
1.48253  4.285714286
1.47768  6.428571429
1.48767  5.714285714
1.50583  15.71428571
1.51437  15.71428571
 1.5166  14.28571429
1.46747  7.142857143
 1.5382  14.28571429
1.46935  5.714285714
1.47361  14.28571429
1.47568  15.71428571
1.49548  10
1.54026  12.85714286
1.49051  15.71428571
1.54308  16.42857143
1.49778  10
1.54257  16.42857143
1.62324  22.85714286
 1.6119  25
1.61445  25
1.47863  14.28571429
1.49847  10.71428571
1.47115  14.28571429
1.49333  10
1.49259  10
1.49161  13.57142857
1.49968  11.42857143
1.52689  17.85714286
1.48175  12.14285714
1.47575  12.14285714
1.49912  11.42857143
1.49394  10
1.46918  7.142857143
1.55109  15
1.49058  10.71428571
1.47014  7.142857143
 1.4937  10
 1.5023  10
1.61644  23.57142857
1.67582  17.85714286
1.68372  14.28571429
1.50587  14.28571429
1.48201  7.142857143
1.48624  5.714285714
1.46863  15
1.45602  13.57142857
1.51907  7.142857143
1.60505  25
1.51152  15.71428571
1.47626  14.28571429
1.46642  14.28571429
1.62083  24.28571429
  1.485  8.571428571
1.50628  15.71428571
1.49889  10
1.49755  18.57142857
1.46985  10.71428571
1.46671  10
1.50524  15
1.51103  7.142857143
1.51225  8.571428571
1.59959  23.57142857
1.58551  24.28571429
  1.481  14.28571429
1.51315  7.142857143
1.52983  16.42857143
1.52366  15
1.49273  24.28571429
1.49717  21.42857143
1.51422  14.28571429
1.47648  15.71428571
1.47737  13.57142857
 1.4703  13.57142857
1.51884  16.42857143
1.59106  24.28571429
1.52866  8.571428571
1.60923  25
1.46615  13.57142857
1.47476  20.71428571
1.48628  21.42857143
1.45428  15
1.45785  15
1.49156  24.28571429
1.48742  23.57142857
1.46249  15
 1.4654  15
1.45572  15
1.47739  5.714285714
1.51256  21.42857143
1.47637  5.714285714
1.47042  7.857142857
1.51863  12.85714286
1.46907  14.28571429
1.47088  12.85714286
1.46698  12.85714286
1.61297  24.28571429
1.56709  9.285714286
1.50422  22.85714286
1.50823  14.28571429
1.59271  23.57142857
1.50309  15
1.55665  9.285714286
1.55039  12.14285714
1.47639  24.28571429
 1.5276  14.28571429
1.58066  13.57142857
1.46402  14.28571429
1.46148  11.42857143
 1.5916  14.28571429
1.46672  14.28571429
1.46176  16.42857143
 1.5241  14.28571429
1.53241  15
1.53081  5.714285714
1.52484  14.28571429
1.51965  15
1.46655  8.571428571
1.46487  14.28571429
1.45803  15.71428571
1.47376  5.714285714
1.53608  13.57142857
1.52997  14.28571429
1.52842  5.714285714
1.51542  7.142857143
1.52324  8.571428571
1.52493  5.714285714
1.52224  8.571428571
1.58501  13.57142857
